From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Taxonomic lineage (Ids)
UniRef100_A0AA42BC34	A0AA42BC34	A0AA42BC34_9BACT	Agmatinase family protein	NET02_04360	Thermalbibacter longus	389	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Thermomicrobiota (phylum), Thermomicrobia (class), Thermomicrobiales (order), Thermomicrobiaceae (family), Thermalbibacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 3027942 (phylum), 189775 (class), 189776 (order), 189777 (family), 3050075 (genus)
UniRef100_A0AA42BVJ2	A0AA42BVJ2	A0AA42BVJ2_9MYCO	Agmatinase	BST11_14020	Mycobacterium alsense	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0AA48HH94	A0AA48HH94	A0AA48HH94_9RHOB	Agmatinase	MACH21_03180	Roseicyclus marinus	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseicyclus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 336277 (genus)
UniRef100_A0AAD1HIW2	A0AAD1HIW2	A0AAD1HIW2_9MYCO	Agmatinase	MMOR_58490	Mycolicibacterium moriokaense	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0AAD2G2Q6	A0AAD2G2Q6	A0AAD2G2Q6_9STRA	Agmatinase	CYCCA115_LOCUS18817	Cylindrotheca closterium	402	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Bacillariales (order), Bacillariaceae (family), Cylindrotheca (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 33851 (order), 33852 (family), 2852 (genus)
UniRef100_A0AAD3CHI6	A0AAD3CHI6	A0AAD3CHI6_9STRA	Agmatinase	CTEN210_01739	Chaetoceros tenuissimus	399	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Chaetocerotophycidae (subclass), Chaetocerotales (order), Chaetocerotaceae (family), Chaetoceros (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 420266 (subclass), 265576 (order), 49236 (family), 49237 (genus)
UniRef100_A0AAE2ZNG3	A0AAE2ZNG3	A0AAE2ZNG3_9HYPH	Agmatinase family protein	K1W69_21870	Flavimaribacter sediminis	388	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Flavimaribacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 3070949 (genus)
UniRef100_A0AAE4JV92	A0AAE4JV92	A0AAE4JV92_9CYAN	Agmatinase family protein	RIF25_04690	Pseudocalidococcus azoricus BACA0444	394	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Acaryochloridales (order), Thermosynechococcaceae (family), Pseudocalidococcus (genus), Pseudocalidococcus azoricus (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079744 (order), 2881378 (family), 3110321 (genus), 3110322 (species)
UniRef100_A0AAJ1U4P3	A0AAJ1U4P3	A0AAJ1U4P3_9RHOB	Agmatinase family protein	NOI20_05930	Rhodalgimonas zhirmunskyi	422	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Rhodalgimonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 3086183 (genus)
UniRef100_A0AAV3XHE7	A0AAV3XHE7	A0AAV3XHE7_9CYAN	Agmatinase	MiSe_57680	Microseira wollei NIES-4236	400	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Aerosakkonematales (order), Aerosakkonemataceae (family), Microseira (genus), Microseira wollei (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 3396146 (order), 3079643 (family), 1609595 (genus), 467598 (species)
UniRef100_A0AAW5SRH8	A0AAW5SRH8	A0AAW5SRH8_MYCNV	Agmatine ureohydrolase	RMCN_1030	Mycolicibacterium novocastrense (Mycobacterium novocastrense)	380	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0AAW6EIV4	A0AAE3LHD3	A0AAE3LHD3_9FIRM	Agmatinase (EC 3.5.3.11)	speB OCV57_06160	Hominimerdicola aceti	365	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Oscillospiraceae (family), Hominimerdicola (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 186801 (class), 186802 (order), 216572 (family), 2981634 (genus)
UniRef100_A0AAW9QXC5	A0AAW9QXC5	A0AAW9QXC5_9CHRO	Agmatinase family protein	V0288_19180	Pannus brasiliensis CCIBt3594	396	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Microcystaceae (family), Pannus (genus), Pannus brasiliensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890449 (family), 1427526 (genus), 1579216 (species)
UniRef100_A0AB36RE81	A0AB36RE81	A0AB36RE81_9HYPH	Agmatinase	CIT25_06850	Mesorhizobium mediterraneum	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 69277 (family), 68287 (genus)
UniRef100_A0AB37UHV7	A0AB37UHV7	A0AB37UHV7_9CYAN	Agmatinase	DSM107010_37270	Chroococcidiopsis cubana SAG 39.79	400	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Chroococcidiopsidales (order), Chroococcidiopsidaceae (family), Chroococcidiopsis (genus), Chroococcidiopsis cubana (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1890505 (order), 1890528 (family), 54298 (genus), 171392 (species)
UniRef100_A0ABD3M0V8	A0ABD3M0V8	A0ABD3M0V8_9STRA	Agmatinase	ACHAWU_009484	Discostella pseudostelligera	436	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Stephanodiscales (order), Stephanodiscaceae (family), Discostella (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 33846 (subclass), 2910910 (order), 1365474 (family), 382381 (genus)
UniRef100_A0ABD3N118	A0ABD3N118	A0ABD3N118_9STRA	Agmatinase	ACHAWO_007518	Cyclotella atomus	403	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Stephanodiscales (order), Stephanodiscaceae (family), Cyclotella (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 33846 (subclass), 2910910 (order), 1365474 (family), 29203 (genus)
UniRef100_A0ABD3NAR1	A0ABD3NAR1	A0ABD3NAR1_9STRA	Agmatinase	ACHAW5_009526	Stephanodiscus triporus	406	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Stephanodiscales (order), Stephanodiscaceae (family), Stephanodiscus (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 33846 (subclass), 2910910 (order), 1365474 (family), 29206 (genus)
UniRef100_A0ABD3NWZ2	A0ABD3NWZ2	A0ABD3NWZ2_9STRA	Agmatinase	HJC23_001251	Cyclotella cryptica	426	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Stephanodiscales (order), Stephanodiscaceae (family), Cyclotella (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 33846 (subclass), 2910910 (order), 1365474 (family), 29203 (genus)
UniRef100_A0ABD3PP09	A0ABD3PP09	A0ABD3PP09_9STRA	Agmatinase	HJC23_003888	Cyclotella cryptica	415	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Stephanodiscales (order), Stephanodiscaceae (family), Cyclotella (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 33846 (subclass), 2910910 (order), 1365474 (family), 29203 (genus)
UniRef100_A0ABD3SRQ2	A0ABD3SRQ2	A0ABD3SRQ2_9STRA	Agmatinase	ACHAXA_005035	Cyclostephanos tholiformis	438	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Coscinodiscophyceae (class), Thalassiosirophycidae (subclass), Stephanodiscales (order), Stephanodiscaceae (family), Cyclostephanos (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33836 (class), 33846 (subclass), 2910910 (order), 1365474 (family), 382378 (genus)
UniRef100_A0ABD4TCE5	A0ABD4TCE5	A0ABD4TCE5_9CYAN	Agmatinase family protein	QQ91_0021315	Lyngbya confervoides BDU141951	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Microcoleaceae (family), Lyngbya (genus), Lyngbya confervoides (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1150 (order), 1892252 (family), 28073 (genus), 207921 (species)
UniRef100_A1T3A2	A1T3A2	A1T3A2_MYCVP	Agmatinase (EC 3.5.3.11)	Mvan_0814	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium vanbaalenii (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus), 110539 (species)
UniRef100_A1T3A2	A0ABT8H9R2	A0ABT8H9R2_MYCAO	Agmatinase family protein	QYF68_06685	Mycolicibacterium austroafricanum (Mycobacterium austroafricanum)	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A3K0T3	A3K0T3	A3K0T3_SAGS3	Putative agmatine ureohydrolase	SSE37_24189	Sagittula stellata (strain ATCC 700073 / DSM 11524 / E-37)	405	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Sagittula (genus), Sagittula stellata (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 58842 (genus), 52603 (species)
UniRef100_A3VHR9	A3VHR9	A3VHR9_9RHOB	Putative agmatine ureohydrolase	RB2654_08642	Maritimibacter alkaliphilus HTCC2654	423	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Maritimibacter (genus), Maritimibacter alkaliphilus (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 404235 (genus), 404236 (species)
UniRef100_A9DB02	A9DB02	A9DB02_HOEPD	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family (EC 3.5.3.11)	HPDFL43_11501	Hoeflea phototrophica (strain DSM 17068 / NCIMB 14078 / DFL-43)	420	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Hoeflea (genus), Hoeflea phototrophica (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 274591 (genus), 244596 (species)
UniRef100_B0CA98	B0CA98	B0CA98_ACAM1	Agmatinase, putative	speB AM1_2833	Acaryochloris marina (strain MBIC 11017)	398	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Acaryochloridales (order), Acaryochloridaceae (family), Acaryochloris (genus), Acaryochloris marina (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079744 (order), 1890429 (family), 155977 (genus), 155978 (species)
UniRef100_B0JWM6	B0JWM6	B0JWM6_MICAN	Agmatinase	MAE_18840	Microcystis aeruginosa (strain NIES-843 / IAM M-2473)	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Microcystaceae (family), Microcystis (genus), Microcystis aeruginosa (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890449 (family), 1125 (genus), 1126 (species)
UniRef100_B4VZ47	B4VZ47	B4VZ47_9CYAN	Arginase family	MC7420_3292	Coleofasciculus chthonoplastes PCC 7420	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Coleofasciculales (order), Coleofasciculaceae (family), Coleofasciculus (genus), Coleofasciculus chthonoplastes (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079753 (order), 1892251 (family), 669368 (genus), 64178 (species)
UniRef100_B7GCN5	B7GCN5	B7GCN5_PHATC	Agmatinase	PHATRDRAFT_40880	Phaeodactylum tricornutum (strain CCAP 1055/1)	416	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Naviculales (order), Phaeodactylaceae (family), Phaeodactylum (genus), Phaeodactylum tricornutum (species)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 38748 (order), 38749 (family), 2849 (genus), 2850 (species)
UniRef100_B7KIA6	B7KIA6	B7KIA6_GLOC7	Agmatinase (EC 3.5.3.11)	PCC7424_5245	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	396	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Aphanothecaceae (family), Gloeothece (genus), Gloeothece citriformis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890450 (family), 28070 (genus), 2546356 (species)
UniRef100_C1E523	C1E523	C1E523_MICCC	Arginase/agmatinase/formimionoglutamate hydrolase	MICPUN_58240	Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga)	488	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Chlorophyta (phylum), Mamiellophyceae (class), Mamiellales (order), Mamiellaceae (family), Micromonas (genus)	131567 (no rank), 2759 (domain), 33090 (kingdom), 3041 (phylum), 1035538 (class), 13792 (order), 41873 (family), 38832 (genus)
UniRef100_D5WQW1	D5WQW1	D5WQW1_KYRT2	Arginase/agmatinase/formiminoglutamase	Btus_2030	Kyrpidia tusciae (strain DSM 2912 / NBRC 15312 / T2) (Bacillus tusciae)	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Alicyclobacillaceae (family), Kyrpidia (genus), Kyrpidia tusciae (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186823 (family), 1129704 (genus), 33943 (species)
UniRef100_D5XBS8	D5XBS8	D5XBS8_THEPJ	Arginase/agmatinase/formiminoglutamase	TherJR_0603	Thermincola potens (strain JR)	367	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Thermincolaceae (family), Thermincola (genus), Thermincola potens (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 186801 (class), 186802 (order), 2937911 (family), 278993 (genus), 863643 (species)
UniRef100_D7A019	D7A019	D7A019_ANCN5	Arginase/agmatinase/formiminoglutamase	Snov_0096	Ancylobacter novellus (strain ATCC 8093 / DSM 506 / JCM 20403 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIMB 10456) (Starkeya novella)	406	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus), Ancylobacter novellus (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus), 921 (species)
